Site,Site Type,Latitude,Longitude,Emirate,Authority,Pollutant
Jebel Ali Port,Industrial,25.007725,55.084366,Dubai,DM,RelativeHumidity
Jebel Ali Port,Industrial,25.007725,55.084366,Dubai,DM,Wind Direction
Jebel Ali Port,Industrial,25.007725,55.084366,Dubai,DM,Wind Speed
Warsan,Industrial,25.1566,55.425661,Dubai,DM,SO2
Warsan,Industrial,25.1566,55.425661,Dubai,DM,NO2
Warsan,Industrial,25.1566,55.425661,Dubai,DM,O3
Warsan,Industrial,25.1566,55.425661,Dubai,DM,Upper Ambient Temperature
Warsan,Industrial,25.1566,55.425661,Dubai,DM,RelativeHumidity
Warsan,Industrial,25.1566,55.425661,Dubai,DM,PM10
Warsan,Industrial,25.1566,55.425661,Dubai,DM,PM2.5
Warsan,Industrial,25.1566,55.425661,Dubai,DM,Wind Direction
Warsan,Industrial,25.1566,55.425661,Dubai,DM,Wind Speed
SHK.Zayed Road,Traffic,25.15633,55.22745,Dubai,DM,SO2
SHK.Zayed Road,Traffic,25.15633,55.22745,Dubai,DM,NO2
SHK.Zayed Road,Traffic,25.15633,55.22745,Dubai,DM,CO
SHK.Zayed Road,Traffic,25.15633,55.22745,Dubai,DM,O3
SHK.Zayed Road,Traffic,25.15633,55.22745,Dubai,DM,PM2.5
SHK.Zayed Road,Traffic,25.15633,55.22745,Dubai,DM,PM10
SHK. Mohd. Bin Zayed Road,Urban Traffic,25.057713,55.270872,Dubai,DM,SO2
SHK. Mohd. Bin Zayed Road,Urban Traffic,25.057713,55.270872,Dubai,DM,NO2
SHK. Mohd. Bin Zayed Road,Urban Traffic,25.057713,55.270872,Dubai,DM,CO
SHK. Mohd. Bin Zayed Road,Urban Traffic,25.057713,55.270872,Dubai,DM,PM10
SHK. Mohd. Bin Zayed Road,Urban Traffic,25.057713,55.270872,Dubai,DM,PM2.5
SHK. Mohd. Bin Zayed Road,Urban Traffic,25.057713,55.270872,Dubai,DM,O3
